pm2.5,pm10,no,no2,so2,co,nox,ozone,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene,o_xylene,AQI,Category
21.38,36.87,6.1,29.17,10.85,0.94,35.27,85.05,27.25,0.61,-0.04,208.49,934.3,2024-04-08 12:30:00,20.67,0.72,0.47,1.66,0.35,,50,Good
21.37,35.06,6.07,28.73,11.65,0.93,34.81,95.4,26.48,0.4,-0.03,196.09,934.8,2024-04-08 12:45:00,20.59,0.74,0.48,1.65,0.34,,50,Good
23.0,35.06,6.07,29.03,10.39,0.93,35.09,94.78,23.65,0.24,-0.03,206.59,934.6,2024-04-08 13:00:00,20.42,0.72,0.49,1.73,0.36,,50,Good
27.34,35.06,6.04,29.67,11.02,0.93,35.72,83.2,23.84,0.59,-0.02,196.29,934.9,2024-04-08 13:15:00,20.27,0.74,0.49,1.67,0.35,,50,Good
27.35,35.4,6.03,29.31,11.02,0.93,35.34,101.23,23.52,0.65,-0.02,204.01,934.2,2024-04-08 13:30:00,20.06,0.74,0.47,1.7,0.35,,50,Good
26.4,37.24,5.99,28.37,10.61,0.95,34.36,55.81,23.97,0.57,0.01,178.9,934.2,2024-04-08 14:00:00,,0.71,0.5,1.71,0.4,,50,Good
13.37,37.24,5.16,25.21,10.98,0.92,30.37,57.21,21.54,0.69,-0.02,185.18,935.1,2024-04-08 14:15:00,,0.73,0.47,1.68,0.35,,50,Good
13.52,36.14,6.65,30.23,10.9,0.92,36.87,48.66,20.54,0.47,-0.04,183.83,934.3,2024-04-08 14:30:00,19.91,0.73,0.48,1.65,0.35,,50,Good
13.54,30.21,6.28,29.08,10.54,0.92,35.36,86.26,19.6,0.67,-0.04,176.27,934.1,2024-04-08 14:45:00,19.81,0.75,0.49,1.67,0.35,,50,Good
14.16,30.21,6.15,28.35,11.15,0.93,34.5,73.24,17.97,0.69,-0.05,178.8,934.3,2024-04-08 15:00:00,19.67,0.72,0.47,1.68,0.36,,50,Good
15.43,30.21,6.07,27.91,10.95,0.92,33.97,88.63,19.62,0.65,-0.04,192.76,934.5,2024-04-08 15:15:00,19.45,0.74,0.49,1.74,0.35,,50,Good
15.42,32.1,6.02,27.6,10.76,0.94,33.62,89.11,21.55,0.59,-0.03,193.96,934.8,2024-04-08 15:30:00,19.35,0.74,0.47,1.71,0.34,,50,Good
15.42,42.21,5.98,27.52,11.17,0.94,33.5,83.08,22.11,0.66,-0.02,172.76,934.1,2024-04-08 15:45:00,19.28,0.75,0.48,1.7,0.36,,50,Good
17.88,42.21,5.95,27.24,10.55,0.93,33.19,87.74,23.39,0.68,-0.02,177.43,933.1,2024-04-08 16:00:00,19.21,0.75,0.48,1.69,0.36,,50,Good
24.82,42.21,5.94,27.21,11.09,0.94,33.15,95.53,22.69,0.73,-0.03,193.85,932.8,2024-04-08 16:15:00,19.19,0.73,0.49,1.7,0.35,,50,Good
24.83,41.86,5.93,27.13,11.03,0.93,33.05,106.81,21.16,0.73,-0.03,181.55,932.4,2024-04-08 16:30:00,19.2,0.73,0.49,1.69,0.34,,50,Good
24.83,40.03,5.91,27.04,11.18,0.94,32.95,95.95,21.23,0.77,-0.03,193.37,931.9,2024-04-08 16:45:00,19.17,0.73,0.49,1.66,0.36,,50,Good
32.75,40.03,5.89,27.1,10.59,0.93,32.99,106.9,22.31,0.71,-0.02,183.36,931.8,2024-04-08 17:00:00,19.13,0.77,0.49,1.7,0.34,,100,Satisfactory
,,5.88,27.0,10.75,0.93,32.88,114.95,21.76,0.7,-0.02,173.85,931.7,2024-04-08 17:15:00,19.05,0.74,0.5,1.7,0.33,,50,Good
,,5.87,27.17,11.24,0.94,33.05,112.24,23.46,0.77,-0.01,180.82,931.6,2024-04-08 17:30:00,19.03,0.75,0.47,1.71,0.35,,50,Good
,,5.91,27.71,10.99,0.93,33.62,113.37,24.32,0.77,-0.02,178.11,931.9,2024-04-08 17:45:00,19.29,0.76,0.49,1.64,0.35,,50,Good
,,5.91,27.93,10.72,0.93,33.84,93.57,25.32,0.79,-0.07,172.5,931.9,2024-04-08 18:00:00,19.7,0.75,0.48,1.7,0.33,,50,Good
,,5.92,28.03,11.33,0.94,33.94,88.81,25.8,0.79,-0.1,179.91,931.5,2024-04-08 18:15:00,20.01,0.73,0.48,1.65,0.37,,50,Good
,,5.92,28.27,10.96,0.94,34.19,85.33,25.8,0.61,-0.11,171.05,931.8,2024-04-08 18:30:00,20.24,0.76,0.5,1.68,0.35,,50,Good
,,5.92,28.33,10.79,0.94,34.25,75.99,24.85,0.64,-0.13,179.08,931.4,2024-04-08 18:45:00,20.35,0.75,0.48,1.7,0.36,,50,Good
,,5.92,28.51,10.89,0.92,34.44,66.44,28.14,0.68,-0.13,172.99,924.8,2024-04-08 19:00:00,20.42,0.74,0.48,1.73,0.35,,50,Good
,,5.94,28.57,11.33,0.95,34.5,69.38,30.91,0.46,-0.13,180.5,923.2,2024-04-08 19:15:00,20.44,0.74,0.49,1.67,0.34,,50,Good
,,5.95,28.66,10.91,0.93,34.61,57.37,33.58,0.59,-0.13,185.67,921.0,2024-04-08 19:30:00,20.49,0.74,0.49,1.74,0.35,,50,Good
,,5.97,28.64,11.38,0.94,34.61,56.81,35.9,0.54,-0.12,174.93,918.1,2024-04-08 19:45:00,20.56,0.74,0.47,1.67,0.37,,50,Good
,,5.97,28.66,11.11,0.92,34.63,52.72,37.91,0.61,-0.12,195.5,917.1,2024-04-08 20:00:00,20.66,0.75,0.48,1.68,0.34,,50,Good
,,5.99,28.57,10.35,0.95,34.56,54.5,38.96,0.55,-0.12,179.56,916.6,2024-04-08 20:15:00,20.74,0.72,0.47,1.68,0.35,,50,Good
,,6.0,28.53,11.07,0.93,34.53,57.47,39.97,0.6,-0.12,179.31,916.8,2024-04-08 20:30:00,20.86,0.75,0.49,1.72,0.36,,50,Good
,,6.0,28.44,10.77,0.94,34.45,57.27,41.43,0.62,-0.12,181.09,915.5,2024-04-08 20:45:00,20.93,0.74,0.47,1.69,0.35,,50,Good
,,6.01,28.4,10.97,0.94,34.41,59.72,42.41,0.55,-0.11,175.11,913.5,2024-04-08 21:00:00,21.01,0.72,0.48,1.69,0.34,,50,Good
,,6.01,28.39,11.08,0.92,34.39,62.64,43.01,0.54,-0.11,182.36,914.4,2024-04-08 21:15:00,21.06,0.75,0.49,1.68,0.36,,50,Good
,,6.0,28.33,10.8,0.94,34.34,60.73,43.41,0.68,-0.11,176.18,913.8,2024-04-08 21:30:00,21.15,0.75,0.49,1.73,0.34,,50,Good
,,5.99,28.38,11.2,0.93,34.37,65.5,44.14,0.66,-0.11,171.08,916.3,2024-04-08 21:45:00,21.16,0.73,0.5,1.72,0.37,,50,Good
,,5.98,28.31,10.95,0.92,34.29,54.99,46.03,0.59,-0.11,172.42,912.5,2024-04-08 22:00:00,21.24,0.74,0.49,1.7,0.35,,50,Good
,,5.99,28.25,11.54,0.93,34.24,73.81,46.68,0.44,-0.11,191.69,911.0,2024-04-08 22:15:00,21.32,0.73,0.47,1.65,0.35,,50,Good
,,6.0,28.18,10.65,0.92,34.17,82.24,46.78,0.5,-0.11,177.35,909.3,2024-04-08 22:30:00,21.42,0.76,0.49,1.71,0.36,,50,Good
,,6.0,28.1,11.28,0.93,34.11,84.11,46.83,0.45,-0.1,170.81,906.7,2024-04-08 22:45:00,21.45,0.72,0.46,1.69,0.36,,50,Good
,,6.01,28.06,11.05,0.94,34.06,61.98,47.59,0.6,-0.1,183.48,906.4,2024-04-08 23:00:00,21.45,0.75,0.47,1.66,0.36,,50,Good
54.03,54.64,6.01,28.18,10.93,0.95,34.2,82.44,47.56,0.66,-0.11,177.81,907.4,2024-04-08 23:15:00,21.46,0.74,0.48,1.69,0.34,,100,Satisfactory
54.03,55.23,6.02,28.22,11.12,0.93,34.24,92.14,48.9,0.67,-0.1,179.42,904.3,2024-04-08 23:30:00,21.52,0.75,0.48,1.7,0.34,,100,Satisfactory
54.05,58.41,6.02,28.2,11.02,0.94,34.22,90.68,48.15,0.72,-0.1,181.19,903.4,2024-04-08 23:45:00,21.58,0.72,0.51,1.64,0.35,,100,Satisfactory
51.68,58.41,6.02,28.14,,0.92,34.16,88.22,46.85,0.62,-0.11,171.02,903.2,2024-04-09 00:00:00,21.64,,,,,,100,Satisfactory
44.6,58.41,6.02,28.08,11.0,0.94,34.1,95.29,48.02,0.68,-0.11,172.46,903.2,2024-04-09 00:15:00,21.61,0.75,0.47,1.7,0.36,,100,Satisfactory
44.61,58.03,6.02,28.05,11.06,0.93,34.07,90.64,49.32,0.65,-0.11,186.81,903.7,2024-04-09 00:30:00,21.61,0.75,0.5,1.7,0.34,,100,Satisfactory
44.61,56.15,6.04,28.21,10.93,0.92,34.25,94.11,48.53,0.74,-0.1,168.52,902.4,2024-04-09 00:45:00,21.59,0.75,0.46,1.68,0.35,,100,Satisfactory
42.93,56.15,6.05,28.16,11.05,0.93,34.21,97.51,47.92,0.72,-0.1,173.6,900.3,2024-04-09 01:00:00,21.57,0.78,0.48,1.66,0.35,,100,Satisfactory
38.04,56.15,6.05,28.17,10.96,0.91,34.22,103.0,41.25,0.63,-0.11,177.74,901.1,2024-04-09 01:15:00,21.52,0.74,0.49,1.7,0.35,,100,Satisfactory
38.14,54.78,6.05,28.12,11.19,0.92,34.17,98.6,37.94,0.66,-0.11,169.38,901.3,2024-04-09 01:30:00,21.5,0.74,0.48,1.71,0.34,,100,Satisfactory
38.09,47.31,6.06,28.1,10.89,0.93,34.15,95.52,35.77,0.74,-0.11,172.29,901.2,2024-04-09 01:45:00,21.43,0.75,0.5,1.65,0.35,,100,Satisfactory
36.02,47.31,6.07,28.15,11.03,0.94,34.22,93.64,38.17,0.79,-0.11,186.01,901.8,2024-04-09 02:00:00,21.39,0.73,0.49,1.72,0.33,,100,Satisfactory
29.32,47.31,6.09,28.36,11.39,0.92,34.45,97.13,41.53,0.72,-0.1,167.72,901.5,2024-04-09 02:15:00,21.33,0.74,0.48,1.69,0.35,,50,Good
29.28,47.5,6.1,28.46,11.07,0.93,34.55,103.18,42.54,0.72,-0.1,168.72,901.0,2024-04-09 02:30:00,21.28,0.77,0.48,1.69,0.35,,50,Good
29.34,48.54,6.11,28.41,10.88,0.92,34.52,94.05,45.05,0.78,-0.1,183.85,899.9,2024-04-09 02:45:00,21.27,0.74,0.48,1.72,0.35,,50,Good
29.98,48.54,6.13,28.36,11.33,0.94,34.5,83.06,46.95,0.74,-0.1,165.37,900.6,2024-04-09 03:00:00,21.28,0.77,0.48,1.69,0.36,,50,Good
31.64,48.54,6.15,28.46,10.97,0.93,34.62,81.7,49.1,0.7,-0.1,172.58,900.7,2024-04-09 03:15:00,21.24,0.74,0.47,1.72,0.35,,100,Satisfactory
31.72,47.95,6.18,28.56,11.33,0.93,34.74,85.93,50.84,0.65,-0.1,177.57,900.4,2024-04-09 03:30:00,21.26,0.75,0.49,1.7,0.36,,100,Satisfactory
31.73,44.76,6.22,28.79,10.67,0.93,35.01,45.09,53.3,0.58,-0.1,207.63,899.4,2024-04-09 03:45:00,21.31,0.75,0.46,1.7,0.34,,100,Satisfactory
29.73,44.76,6.28,28.93,11.19,0.92,35.21,50.26,55.17,0.64,-0.1,186.93,900.2,2024-04-09 04:00:00,21.39,0.76,0.49,1.67,0.36,,50,Good
23.89,44.76,6.31,28.95,10.92,0.92,35.26,64.06,56.57,0.72,-0.1,170.86,899.8,2024-04-09 04:15:00,21.4,0.75,0.47,1.68,0.35,,50,Good
23.89,45.03,6.34,28.96,11.1,0.94,35.3,70.51,58.8,0.67,-0.1,178.64,899.9,2024-04-09 04:30:00,21.41,0.72,0.5,1.7,0.35,,50,Good
23.89,46.47,6.38,29.18,10.75,0.94,35.56,72.48,60.86,0.65,-0.1,180.97,901.7,2024-04-09 04:45:00,21.44,0.75,0.47,1.69,0.36,,50,Good
25.54,46.47,6.42,29.27,10.49,0.92,35.69,71.79,62.06,0.68,-0.1,162.68,896.6,2024-04-09 05:00:00,21.5,0.73,0.48,1.65,0.34,,50,Good
30.22,46.47,6.47,29.49,10.88,0.93,35.95,68.13,64.99,0.52,-0.1,200.31,897.2,2024-04-09 05:15:00,21.54,0.73,0.48,1.7,0.36,,100,Satisfactory
30.27,46.33,6.52,29.92,11.3,0.93,36.44,75.64,68.26,0.66,-0.1,232.04,900.4,2024-04-09 05:30:00,21.65,0.73,0.49,1.67,0.35,,100,Satisfactory
30.25,45.58,6.6,30.33,11.29,0.94,36.93,65.72,71.24,0.59,-0.1,192.12,896.9,2024-04-09 05:45:00,21.72,0.76,0.48,1.67,0.35,,100,Satisfactory
31.19,45.58,6.67,30.41,10.8,0.94,37.08,76.67,73.43,0.5,-0.1,162.56,894.8,2024-04-09 06:00:00,21.78,0.74,0.46,1.69,0.35,,100,Satisfactory
33.3,45.58,6.73,30.66,11.06,0.93,37.39,97.29,75.63,0.49,-0.1,141.7,895.2,2024-04-09 06:15:00,21.79,0.71,0.47,1.7,0.37,,100,Satisfactory
33.2,46.01,6.79,30.95,10.73,0.93,37.74,81.05,78.93,0.22,-0.1,133.34,897.1,2024-04-09 06:30:00,21.85,0.75,0.49,1.68,0.36,,100,Satisfactory
33.09,48.29,6.88,31.21,10.96,0.92,38.09,93.01,79.88,0.75,-0.1,192.2,899.5,2024-04-09 06:45:00,21.93,0.74,0.49,1.71,0.34,,100,Satisfactory
31.34,48.29,6.83,30.82,10.76,0.94,37.65,106.61,77.3,0.74,-0.1,166.07,901.4,2024-04-09 07:00:00,21.93,0.74,0.49,1.67,0.34,,100,Satisfactory
26.23,48.29,6.81,30.83,11.02,0.93,37.64,94.97,77.18,0.76,-0.1,175.5,900.3,2024-04-09 07:15:00,21.91,0.74,0.49,1.65,0.35,,50,Good
26.26,49.22,6.8,30.81,10.98,0.93,37.62,101.65,76.21,0.81,-0.09,192.82,902.1,2024-04-09 07:30:00,21.92,0.76,0.48,1.72,0.36,,50,Good
26.36,54.21,6.79,30.93,10.99,0.95,37.73,83.67,75.37,0.81,-0.09,181.61,904.9,2024-04-09 07:45:00,21.96,0.75,0.46,1.7,0.35,,50,Good
26.81,54.21,6.77,30.87,11.32,0.93,37.64,89.12,76.12,0.77,-0.1,183.39,904.0,2024-04-09 08:00:00,22.05,0.72,0.46,1.68,0.34,,50,Good
27.86,54.21,6.74,30.79,10.64,0.94,37.53,85.83,77.69,0.8,-0.1,176.45,903.1,2024-04-09 08:15:00,22.04,0.74,0.49,1.75,0.34,,50,Good
27.7,54.88,6.69,30.71,11.19,0.93,37.4,81.64,76.32,0.79,-0.1,190.61,900.9,2024-04-09 08:30:00,22.05,0.75,0.49,1.7,0.34,,50,Good
27.65,58.51,6.69,30.83,11.07,0.94,37.52,72.23,75.41,0.77,-0.1,209.3,900.4,2024-04-09 08:45:00,22.06,0.74,0.46,1.68,0.35,,50,Good
27.15,58.51,6.65,30.63,10.78,0.94,37.28,77.02,75.11,0.72,-0.1,192.75,900.8,2024-04-09 09:00:00,22.06,0.74,0.49,1.7,0.34,,50,Good
26.08,58.51,6.59,30.35,10.95,0.92,36.94,73.53,70.25,0.79,-0.1,192.98,897.5,2024-04-09 09:15:00,21.95,0.72,0.49,1.7,0.38,,50,Good
26.15,59.93,6.51,30.15,11.32,0.92,36.66,80.4,64.6,0.77,-0.1,184.62,900.1,2024-04-09 09:30:00,21.88,0.73,0.48,1.65,0.36,,50,Good
26.27,67.58,6.43,30.02,10.77,0.93,36.46,71.47,62.1,0.76,-0.1,200.81,903.3,2024-04-09 09:45:00,21.88,0.73,0.48,1.68,0.35,,50,Good
25.16,67.58,6.37,29.83,10.93,0.92,36.2,72.38,55.86,0.76,-0.1,188.72,903.9,2024-04-09 10:00:00,21.94,0.73,0.48,1.71,0.35,,50,Good
21.69,67.58,6.27,29.27,10.15,0.92,35.54,69.93,50.33,0.71,-0.1,162.02,901.9,2024-04-09 10:15:00,21.88,0.74,0.48,1.73,0.35,,50,Good
21.69,64.67,6.17,28.87,11.04,0.94,35.04,80.37,47.37,0.69,-0.1,167.23,901.3,2024-04-09 10:30:00,21.75,0.73,0.49,1.66,0.36,,50,Good
21.69,48.89,6.11,28.67,11.26,0.92,34.78,86.69,46.48,0.68,-0.1,176.6,904.6,2024-04-09 10:45:00,21.65,0.74,0.49,1.68,0.35,,50,Good
25.14,48.89,6.06,28.43,10.48,0.93,34.49,86.04,43.4,0.72,-0.1,181.98,904.1,2024-04-09 11:00:00,21.61,0.74,0.48,1.7,0.35,,50,Good
35.19,48.89,6.0,28.26,11.14,0.94,34.27,84.78,42.82,0.65,-0.1,183.18,904.4,2024-04-09 11:15:00,21.45,0.73,0.49,1.68,0.37,,100,Satisfactory
35.19,49.7,5.94,28.07,10.88,0.94,34.01,75.62,43.37,0.78,-0.06,177.79,903.8,2024-04-09 11:30:00,21.12,0.74,0.5,1.68,0.35,,100,Satisfactory
35.19,54.01,5.91,27.84,10.54,0.94,33.76,90.04,40.7,0.73,-0.05,185.72,903.2,2024-04-09 11:45:00,20.95,0.75,0.49,1.7,0.37,,100,Satisfactory
33.26,54.01,5.88,27.52,10.92,0.92,33.4,94.38,41.43,0.77,-0.01,207.54,904.1,2024-04-09 12:00:00,20.73,0.75,0.49,1.67,0.36,,100,Satisfactory
27.64,54.01,5.9,27.68,11.19,0.94,33.58,95.44,39.77,0.63,-0.03,187.98,905.2,2024-04-09 12:15:00,20.73,0.73,0.49,1.69,0.34,,50,Good
27.65,53.1,5.89,27.48,11.05,0.95,33.37,96.97,38.19,0.55,-0.04,196.27,906.9,2024-04-09 12:30:00,20.95,0.75,0.49,1.74,0.34,,50,Good
27.67,48.14,5.94,27.77,11.11,0.94,33.7,79.86,36.44,0.38,-0.08,179.48,909.1,2024-04-09 12:45:00,21.52,0.74,0.48,1.71,0.35,,50,Good
27.15,48.14,6.0,28.34,10.5,0.93,34.34,89.49,32.35,0.37,-0.13,191.03,912.5,2024-04-09 13:00:00,22.39,0.75,0.48,1.7,0.36,,50,Good
25.62,48.14,6.05,29.08,10.7,0.93,35.13,48.74,33.69,0.49,-0.18,169.11,913.3,2024-04-09 13:15:00,23.03,0.73,0.48,1.71,0.35,,50,Good
25.77,49.27,6.09,29.64,11.03,0.93,35.73,37.54,33.3,0.71,-0.21,184.75,912.8,2024-04-09 13:30:00,23.58,0.74,0.49,1.7,0.34,,50,Good
25.78,54.86,6.09,29.35,10.84,0.94,35.43,43.27,31.37,0.56,-0.22,168.93,912.9,2024-04-09 13:45:00,23.29,0.73,0.49,1.68,0.36,,50,Good
26.51,54.86,6.07,28.85,10.87,0.94,34.92,39.66,29.37,0.38,-0.22,187.41,912.2,2024-04-09 14:00:00,22.26,0.72,0.46,1.7,0.34,,50,Good
28.73,54.86,6.07,28.85,10.98,0.92,34.92,109.54,27.43,0.63,-0.21,184.4,912.5,2024-04-09 14:15:00,21.53,0.71,0.48,1.7,0.35,,50,Good
28.71,55.81,6.06,28.58,10.98,0.93,34.64,22.66,28.35,0.73,-0.19,191.85,911.4,2024-04-09 14:30:00,21.13,0.74,0.48,1.71,0.35,,50,Good
28.79,60.91,6.04,28.43,10.53,0.93,34.47,14.38,28.06,0.53,-0.18,183.54,912.1,2024-04-09 14:45:00,20.89,0.74,0.47,1.69,0.35,,50,Good
28.9,60.91,6.03,28.34,10.69,0.92,34.37,20.6,28.58,0.6,-0.17,212.81,912.0,2024-04-09 15:00:00,20.79,0.74,0.48,1.65,0.34,,50,Good
28.98,60.91,6.03,28.33,10.9,0.93,34.36,39.53,28.39,0.4,-0.17,205.73,911.2,2024-04-09 15:15:00,20.74,0.77,0.47,1.66,0.36,,50,Good
28.91,60.23,6.03,28.48,10.85,0.94,34.51,62.0,29.82,0.44,-0.16,209.5,908.2,2024-04-09 15:30:00,20.79,0.74,0.49,1.7,0.35,,50,Good
28.94,56.56,6.02,28.31,11.25,0.93,34.33,65.64,30.66,0.56,-0.15,211.18,906.3,2024-04-09 15:45:00,20.79,0.73,0.49,1.71,0.35,,50,Good
29.44,56.56,6.02,28.23,10.64,0.94,34.25,83.49,31.32,0.68,-0.15,187.49,906.4,2024-04-09 16:00:00,20.86,0.75,0.48,1.7,0.36,,50,Good
30.63,56.56,6.0,28.2,11.15,0.92,34.21,75.44,33.4,0.68,-0.14,187.87,905.1,2024-04-09 16:15:00,20.93,0.75,0.48,1.72,0.35,,100,Satisfactory
30.76,56.19,5.99,28.08,11.26,0.91,34.07,76.85,33.13,0.49,-0.14,214.17,904.5,2024-04-09 16:30:00,21.01,0.74,0.48,1.66,0.35,,100,Satisfactory
30.75,54.39,5.98,28.06,11.3,0.94,34.04,66.56,34.02,0.67,-0.13,201.46,904.6,2024-04-09 16:45:00,21.02,0.75,0.48,1.67,0.34,,100,Satisfactory
30.68,54.39,5.97,27.9,10.95,0.93,33.87,69.52,32.92,0.72,-0.13,190.21,904.2,2024-04-09 17:00:00,21.04,0.73,0.48,1.73,0.36,,100,Satisfactory
30.47,54.39,5.95,27.74,11.19,0.94,33.69,58.59,34.43,0.7,-0.12,192.46,905.5,2024-04-09 17:15:00,21.03,0.75,0.48,1.72,0.36,,100,Satisfactory
30.48,53.73,5.93,27.65,11.47,0.93,33.58,62.89,34.29,0.6,-0.12,181.47,906.0,2024-04-09 17:30:00,21.01,0.75,0.48,1.69,0.37,,100,Satisfactory
30.44,50.17,5.93,27.69,10.88,0.94,33.63,63.76,34.39,0.73,-0.11,190.65,903.9,2024-04-09 17:45:00,20.95,0.74,0.49,1.68,0.36,,100,Satisfactory
34.99,50.17,5.92,27.63,10.82,0.92,33.55,66.39,34.89,0.73,-0.1,182.33,903.4,2024-04-09 18:00:00,20.91,0.75,0.46,1.66,0.35,,100,Satisfactory
48.1,50.17,5.92,27.76,11.3,0.94,33.68,65.99,36.07,0.64,-0.1,180.81,904.6,2024-04-09 18:15:00,20.91,0.73,0.47,1.72,0.35,,100,Satisfactory
48.0,49.48,5.92,27.84,10.99,0.93,33.76,77.23,37.87,0.65,-0.1,174.41,904.3,2024-04-09 18:30:00,21.08,0.75,0.48,1.66,0.35,,100,Satisfactory
,,5.93,28.09,10.54,0.93,34.02,105.66,38.64,0.73,-0.1,171.91,902.9,2024-04-09 18:45:00,21.27,0.73,0.49,1.71,0.36,,50,Good
44.72,45.79,5.93,28.12,10.8,0.91,34.05,102.67,39.29,0.72,-0.11,173.37,903.5,2024-04-09 19:00:00,21.46,0.74,0.49,1.68,0.35,,100,Satisfactory
35.82,45.79,5.94,28.22,10.94,0.95,34.16,112.85,42.38,0.66,-0.11,176.88,903.8,2024-04-09 19:15:00,21.58,0.76,0.49,1.71,0.35,,100,Satisfactory
35.84,47.46,5.95,28.24,11.13,0.93,34.19,109.88,44.89,0.7,-0.11,180.59,905.4,2024-04-09 19:30:00,21.69,0.72,0.47,1.7,0.35,,100,Satisfactory
35.88,56.38,5.96,28.17,10.89,0.93,34.12,103.84,46.53,0.64,-0.11,187.85,901.4,2024-04-09 19:45:00,21.71,0.73,0.49,1.69,0.36,,100,Satisfactory
38.43,56.38,5.97,28.07,11.32,0.93,34.04,91.22,47.58,0.66,-0.1,181.44,904.0,2024-04-09 20:00:00,21.7,0.73,0.49,1.69,0.35,,100,Satisfactory
45.55,56.38,5.98,28.12,10.55,0.92,34.1,67.55,49.26,0.62,-0.11,186.86,904.7,2024-04-09 20:15:00,21.67,0.75,0.46,1.67,0.37,,100,Satisfactory
45.55,57.4,6.0,28.22,10.75,0.91,34.22,91.02,50.92,0.68,-0.11,180.39,907.5,2024-04-09 20:30:00,21.74,0.73,0.46,1.71,0.35,,100,Satisfactory
45.44,62.91,6.01,28.31,10.85,0.93,34.32,90.71,51.69,0.73,-0.11,178.79,906.2,2024-04-09 20:45:00,21.82,0.75,0.48,1.68,0.35,,100,Satisfactory
44.62,62.91,6.01,28.26,11.21,0.94,34.27,95.6,53.45,0.54,-0.11,176.46,905.0,2024-04-09 21:00:00,21.88,0.73,0.48,1.63,0.35,,100,Satisfactory
42.73,62.91,6.02,28.16,10.98,0.95,34.19,84.4,54.47,0.66,-0.11,177.85,905.1,2024-04-09 21:15:00,21.78,0.76,0.47,1.72,0.35,,100,Satisfactory
42.77,63.34,6.03,28.15,10.78,0.92,34.18,82.6,54.8,0.67,-0.11,174.76,904.8,2024-04-09 21:30:00,21.72,0.73,0.47,1.7,0.36,,100,Satisfactory
42.9,65.63,6.04,28.18,10.91,0.93,34.22,85.35,55.45,0.53,-0.1,175.87,901.3,2024-04-09 21:45:00,21.72,0.73,0.49,1.67,0.36,,100,Satisfactory
41.76,65.63,6.05,28.13,10.6,0.92,34.18,83.68,55.84,0.62,-0.1,191.84,898.9,2024-04-09 22:00:00,21.73,0.72,0.48,1.7,0.36,,100,Satisfactory
38.55,65.63,6.07,28.15,10.89,0.93,34.23,80.02,57.78,0.53,-0.11,182.87,900.1,2024-04-09 22:15:00,21.73,0.74,0.48,1.69,0.36,,100,Satisfactory
38.52,64.56,6.09,28.15,10.93,0.93,34.24,87.99,60.48,0.58,-0.11,185.51,902.0,2024-04-09 22:30:00,21.81,0.73,0.5,1.65,0.36,,100,Satisfactory
38.57,58.8,6.1,28.11,11.23,0.93,34.21,78.25,61.95,0.38,-0.11,185.26,900.4,2024-04-09 22:45:00,21.85,0.74,0.49,1.71,0.35,,100,Satisfactory
38.8,58.8,6.1,28.06,10.39,0.95,34.16,69.26,62.63,0.53,-0.11,203.34,899.0,2024-04-09 23:00:00,21.86,0.73,0.47,1.65,0.35,,100,Satisfactory
39.59,58.8,6.13,28.1,11.41,0.92,34.22,80.24,64.49,0.61,-0.11,187.63,897.2,2024-04-09 23:15:00,21.81,0.73,0.49,1.72,0.36,,100,Satisfactory
39.62,59.51,6.14,28.09,10.95,0.94,34.23,77.38,65.79,0.61,-0.11,199.29,895.9,2024-04-09 23:30:00,21.77,0.73,0.48,1.7,0.35,,100,Satisfactory
39.69,62.99,6.16,28.11,11.09,0.92,34.27,66.98,66.3,0.7,-0.11,181.96,895.8,2024-04-09 23:45:00,21.7,0.74,0.49,1.67,0.35,,100,Satisfactory
37.48,62.99,6.16,28.04,,0.94,34.21,77.91,68.57,0.47,-0.11,203.36,895.2,2024-04-10 00:00:00,21.69,,,,,,100,Satisfactory
30.79,62.99,6.19,28.14,10.83,0.94,34.33,100.47,71.23,0.5,-0.11,208.08,893.1,2024-04-10 00:15:00,21.66,0.73,0.48,1.71,0.35,,100,Satisfactory
30.4,67.03,6.71,31.53,10.96,0.94,38.24,30.31,76.92,0.6,-0.09,193.98,897.4,2024-04-10 00:45:00,,0.73,0.47,1.74,0.36,,100,Satisfactory
28.02,68.45,6.5,29.15,11.3,0.94,35.64,63.9,79.71,0.52,-0.1,190.35,892.8,2024-04-10 01:00:00,21.67,0.73,0.49,1.72,0.34,,50,Good
20.77,68.45,6.38,28.57,11.24,0.93,34.94,67.62,82.57,0.66,-0.11,184.34,891.1,2024-04-10 01:15:00,21.67,0.73,0.49,1.76,0.34,,50,Good
20.82,71.9,6.34,28.42,11.41,0.93,34.76,53.31,84.67,0.61,-0.11,174.83,892.0,2024-04-10 01:30:00,21.64,0.75,0.47,1.68,0.35,,50,Good
20.91,90.62,6.34,28.39,10.88,0.94,34.72,58.17,87.06,0.54,-0.1,188.47,894.3,2024-04-10 01:45:00,21.54,0.75,0.49,1.64,0.35,,50,Good
20.78,90.62,6.36,28.41,10.63,0.93,34.77,61.64,88.2,0.59,-0.11,194.79,896.6,2024-04-10 02:00:00,21.53,0.75,0.48,1.63,0.34,,50,Good
20.38,90.62,6.37,28.4,10.74,0.93,34.77,65.86,89.4,0.59,-0.11,187.41,897.7,2024-04-10 02:15:00,21.5,0.74,0.47,1.7,0.34,,50,Good
